id	type	body	author_user_name	created_at	updated_at	isSystem	noteable_id	noteable_type	noteable_iid	change_trigger	repo	merge_request_id
gid://gitlab/DiffNote/388232388		"If we drop covering both cases in the same test, we will also drop the use of `pytest.mark.parametrize` which I think is a nice abstraction.

Regarding the use of a context manager, I'd love to use one; but the problem is that `tempfile.NamedTemporaryFile` creates the file upon executing which is not what we want, because we create the files with `config init -o`, which requires the file not to exist already. This is for `test_config_init_roundtrip`. In the case of `test_show`, we could do it in the case where `config_dict` is not `None`, but it's impossible in the other case :crying_cat_face:

So I'd leave the code in its current state on both points. Please resolve this thread if this is fine by you."	smelc	2020-07-30T13:04:47Z		False				-2	tezos/tezos	1992
gid://gitlab/DiffNote/388242762		"We could have `class TestConfigInitNoFile` (no parameter) and `class TestConfigInitWithFile` (which would be parameterized by potentially several dict).

In the current form, it feels that we're trying too hard to fit two different behaviors in the same test, and it makes the code more complex (it took me more time to understand the code than if it was split).

But I'm ok to leave it like that too."	bidinger	2020-07-30T13:15:54Z		False				-1	tezos/tezos	1992
gid://gitlab/DiffNote/399287871		"```
diff --git a/src/proto_alpha/lib_delegate/client_baking_scheduling.ml b/src/proto_alpha/lib_delegate/client_baking_scheduling.ml
index b9723d201e..547914b35e 100644
--- a/src/proto_alpha/lib_delegate/client_baking_scheduling.ml
+++ b/src/proto_alpha/lib_delegate/client_baking_scheduling.ml
@@ -113,8 +113,6 @@ let main ~(name : string) ~(cctxt : #Protocol_client_context.full)
   in
   state_maker first_event
   >>=? fun state ->
-  log_errors_and_continue ~name @@ pre_loop cctxt state first_event
-  >>= fun () ->
   (* main loop *)
   let rec worker_loop () =
     (* event construction *)
@@ -161,4 +159,8 @@ let main ~(name : string) ~(cctxt : #Protocol_client_context.full)
       fun f ->
         f ""Starting %s daemon"" -% t event ""daemon_start"" -% s worker_tag name)
   >>= fun () ->
-  Lwt.finalize (fun () -> worker_loop ()) (fun () -> finalizer state)
+  Lwt.finalize
+    (fun () ->
+      log_errors_and_continue ~name @@ pre_loop cctxt state first_event
+      >>= fun () -> worker_loop ())
+    (fun () -> finalizer state)
```

This allows you to clean-up the state even if an exception is raised in `pre_loop` (caller-supplied) or `log_errors_and_continue` (which calls the logging functions which call all the registered sink handlers)."	raphael-proust	2020-08-20T09:43:30Z		False				0	tezos/tezos	1972
gid://gitlab/DiffNote/399375692		Indeed, thanks for catching this. Fixed up.	vbotbol	2020-08-20T12:00:30Z		False				-2	tezos/tezos	1972
gid://gitlab/DiffNote/383876622		You are shunting the existing documentation of `chain_id` here. After `using the following command:` there should be the block about `compute chain id from seed`. So I'd put the documentation of `timestamp` later on.	smelc	2020-07-22T15:25:48Z		False				0	tezos/tezos	1993
gid://gitlab/DiffNote/383876628		"You could extend this test so that it tests `--protocol-constants` too here (for example for both `chain_id` and `timestamp`). For some reason everything is prepared for this (`_test_create_mockup_init_show_roundtrip` has a `protocol_constants_json` parameter) but is unused. Likely my bad in the past when I introduct the roundtrip test :facepalm_tone3:.

Apart from that and the comment on the doc, everything LGTM :tropical_drink:"	smelc	2020-07-22T15:25:48Z		False				-1	tezos/tezos	1993
gid://gitlab/DiffNote/383891639		Indeed this is now fixed	richard.bonichon	2020-07-22T15:50:13Z		False				-2	tezos/tezos	1993
gid://gitlab/DiffNote/383892013		This is a good remark. This is now addressed !	richard.bonichon	2020-07-22T15:50:53Z		False				-2	tezos/tezos	1993
gid://gitlab/DiffNote/385789836		Is there no Time.Protocol.pp? Or is it to be consistent with the contents of the config file?	igarnier	2020-07-27T08:54:24Z		False				0	tezos/tezos	1993
gid://gitlab/DiffNote/385934373		Indeed. I blindly followed other printing elements. It's better to use the `Time.Protocol.pp_hum` - `config show` should use the JSON element so as to be `copy-and-paste`. It happens that the output here is the same, though.	richard.bonichon	2020-07-27T12:43:11Z		False				-2	tezos/tezos	1993
gid://gitlab/DiffNote/383697471		I can already hear a comment here. This is my preference to reduce the lines of code instead of adding one more event ...	abate	2020-07-22T11:50:14Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383698179		Maybe there is a better way of doing this ... ?	abate	2020-07-22T11:51:33Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383699110		this does not change the semantic of this test ( I think ) , but it add an addition log message.	abate	2020-07-22T11:53:17Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383777573		"Why not use the string to indicate that the closing comes from a call to `cancel`?  
Other use of the same event indicate the name of the function that triggered the event. Maybe you can add an argument to `cancel` or maybe just naming it `cancel` is ok."	raphael-proust	2020-07-22T13:33:45Z		False				0	tezos/tezos	1987
gid://gitlab/DiffNote/383777578		"I'd say that it's better to use `dont_wait` on the logging that happens within `reset_quota` (and transitively `ReadScheduler.update_quota` and `WriteScheduler.update_quota`).

Maybe it's a bit heavy on the syntax. You could work around that with

```
module Events = struct
  include P2p_events.P2p_io_scheduler
  let emit_dont_wait e = dont_wait (…) (fun () -> emit e)
end
```

And that way you can just use `Events.emit_dont_wait` in those places."	raphael-proust	2020-07-22T13:33:45Z		False				0	tezos/tezos	1987
gid://gitlab/DiffNote/383805210		ok. We use this pattern a bit all over the places now. Maybe we should add it to simplelog.	abate	2020-07-22T13:48:49Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383812118		fixed	abate	2020-07-22T13:58:58Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383812206		fixed.	abate	2020-07-22T13:59:07Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383828852		"Not for this MR, but instead of `Uncaught exception` we should indicate that it's just a logging error. Otherwise the messages when we Ctrl+C and some logging fails to happen because there is no more logging backend available are very scary. It looks like there are loads of errors.

We could even pretty-print the even so that the output is very readable. Something along the like of:

```
Logging failed (<exception here>), falling back to stderr logging: <event printed here>
```

but maybe a bit less verbose than that."	raphael-proust	2020-07-22T14:19:15Z		False				-1	tezos/tezos	1987
gid://gitlab/DiffNote/383828868		"This used to have two messages (for beginning and end), do we want something similar? Do we want to just have one event but with a `stage` (or `progress` or `state` or `phase`) payload that's `begin`/`end` (or `start`/`complete` or `begun`/`ended` or `do`/`done`)? Do we want to just change the message to say `shutdown {name} complete`?

The same thing happens in a couple of places below."	raphael-proust	2020-07-22T14:19:15Z		False				-1	tezos/tezos	1987
gid://gitlab/DiffNote/383831284		"removed on purpose. I don't think this adds much to the logging... i think it was more a fine grain debugging message added while developing and then left there ... The logs are filled with many ""<--"" ""-->"" and I doubt it's useful to leave them there"	abate	2020-07-22T14:22:03Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/383832557		"I don't know about adding it to simplelog. In this case here, we don't want to introduce potential yield-points to code that is very stateful and probably not reentrant.

But when introducing yield points is ok, using the Lwt version is cheaper (i.e., more efficient) and it gurantees we keep logs in order (whereas they can be a few lines that are mixed up when using `dont_wait`, depending on the logging backend and such)."	raphael-proust	2020-07-22T14:23:54Z		False				0	tezos/tezos	1987
gid://gitlab/DiffNote/384235237		Naive question: why is an int16 enough to number connections? Are these ids recycled? Or are we relying on modulo arithmetic together with the (reasonable) assumption that there won't be more than 2^15 simultaneous connections?	igarnier	2020-07-23T06:45:21Z		False				0	tezos/tezos	1987
gid://gitlab/DiffNote/384282822		 2^15 it's a lot of connections, but we can rightly put int31 at no additional cost. I made this change everywhere in p2p_events.ml	abate	2020-07-23T08:17:22Z		False				-2	tezos/tezos	1987
gid://gitlab/DiffNote/385784246		"In this function, we're not really sure that the protocol was passed through a command-line option. I think ""Protocol %a was requested yet ..."" is enough"	igarnier	2020-07-27T08:45:09Z		False				-1	tezos/tezos	1974
gid://gitlab/DiffNote/388260549		We're not locally sure, but is there another way to specify the protocol than specifying a command-line option? I see in `client_config.ml` that `default_cli_args` leaves `protocol` to `None` so I wonder where a protocol could be specified or defaulted, besides from the command line.	smelc	2020-07-30T13:37:26Z		False				-2	tezos/tezos	1974
gid://gitlab/DiffNote/389672214		If I had to guess, currently this is the only way to pass the protocol from the client. But maybe the baker has other ways of specifying this? It's not a big deal anyway, we can keep it as is.	igarnier	2020-08-03T09:47:15Z		False				-1	tezos/tezos	1974
gid://gitlab/DiffNote/394014965		"you could replace this with a  comprehension: 
`[ [p1, p2] for p1 in [ALPHA, CARTAGE] for p2 in [CARTHAGE, """", ALPHA  ]]` but I'm not sure it is worth it. 
Also, if the there are always 2 protocols, perhaps use a tuple instead?"	arvidnl	2020-08-11T11:05:53Z		False				0	tezos/tezos	1974
gid://gitlab/DiffNote/394014968		"```suggestion:-0+0
    This test covers 3 cases:
```"	arvidnl	2020-08-11T11:05:54Z		False				0	tezos/tezos	1974
gid://gitlab/DiffNote/394837080		"I went for the list comprehension:

```python
@pytest.mark.parametrize('protos',
                         [[proto1, proto2]
                          for proto1 in [ALPHA, CARTHAGE]
                          for proto2 in [ALPHA, CARTHAGE, """"]])
```"	smelc	2020-08-12T13:34:26Z		False				-2	tezos/tezos	1974
gid://gitlab/DiffNote/394837855		I changed it :+1_tone1:	smelc	2020-08-12T13:35:40Z		False				-2	tezos/tezos	1974
gid://gitlab/DiffNote/394913040		"How about 

```python
@pytest.mark.parametrize('protos',
                         [(proto1, proto2)
                          for proto1 in [ALPHA, CARTHAGE]
                          for proto2 in [ALPHA, CARTHAGE, """"]])
```

(since there are always 2 protocols?)"	arvidnl	2020-08-12T14:56:34Z		False				0	tezos/tezos	1974
gid://gitlab/DiffNote/395318239		"Done. Thanks for insisting, I was in the mood ""there's no tuple comprehension"" :joy_cat: I'm hereby resolving this thread."	smelc	2020-08-13T08:24:57Z		False				-2	tezos/tezos	1974
gid://gitlab/DiffNote/377467031		"We avoid using `async` now. The mempool branch hasn't been updated, but you should use `Error_monad.dont_wait`

`async` appears a couple other times."	raphael-proust	2020-07-10T16:56:07Z		False				-1	tezos/tezos	1959
gid://gitlab/DiffNote/377467034		"That's a good way to isolate the errors. I have two comments though:

- I'm not sure `Prevalidator_worker_state` is the right module to isolate things in. But I don't know where's a better module.

- Maybe avoiding the word `error` would be good in the type name and the variant name. I'd go for `type result = Applied of … | Not_applied of reason`. It's more in-line with the narrative of prevalidation."	raphael-proust	2020-07-10T16:56:07Z		False				-1	tezos/tezos	1959
gid://gitlab/DiffNote/377467036		This definitely needs a comment along the lines of `[fitness ()] may fail with an [Error] if …`	raphael-proust	2020-07-10T16:56:07Z		False				-1	tezos/tezos	1959
gid://gitlab/DiffNote/377467040		"That change (and others similar to it) mean that exceptions may actually escape.

I understand the drive to not expose `tzresult` to caller of `push_request` and other such functions. But I don't think an Lwt-wrapped exception is better.

One alternative I can see is that the functor `Worker.Make` should take a type `failed_request_result` (generally it'd be a sum type along the lines of `type failed_request_result = | Connection_closed | Inconsistent_this | Unknown`, and then `on_error` should take a `trace` and output a `failed_request_result`. And with this, when a request has some Lwt exn or a tzresult mishap, we call `on_error` on the exc/error which (after presumably doing some logging) does a very light matching on the `error` at the top of the trace. Calling `push_request` would either return `Ok …` or `Error (… : failed_request_result)`.

It's a bit heavy. And I don't like that all workers would have to go through those hoops even those that ""cannot fail""."	raphael-proust	2020-07-10T16:56:08Z		False				-1	tezos/tezos	1959
gid://gitlab/DiffNote/379811410		"> I'm not sure `Prevalidator_worker_state` is the right module to isolate things in. But I don't know where's a better module.

Yes I put it there by default, I did not want to create a new file for this type."	Saroupille	2020-07-15T11:42:37Z		False				-1	tezos/tezos	1959
gid://gitlab/DiffNote/379856942		Considering the `Prevalidator_worker_state` doesn't really hold state so much as `Request`, `Event` and `view`, we could simply rename it `Prevalidator_worker_types`. I think that then a type `application_result` would fit nicely.	raphael-proust	2020-07-15T12:32:14Z		False				-1	tezos/tezos	1959
gid://gitlab/DiffNote/391979971		"I thought we recommended another style for such code
```suggestion:-0+0
  Lwt.return @@ record_trace (Invalid_remote_signer s) @@ parse_base_uri s
```
I don't mind much, just yet another useless style question"	mbouaziz	2020-08-06T15:43:02Z		False				3	tezos/tezos	1990
gid://gitlab/DiffNote/391979975		So it couldn't?	mbouaziz	2020-08-06T15:43:02Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/391979980		Actually a decoding, even with `_opt` can throw exceptions	mbouaziz	2020-08-06T15:43:02Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/391980525		Should this be a `try_bind`?	mbouaziz	2020-08-06T15:43:53Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/392075224		My understanding was that we recommend `|>` and ban `@@` (?)	smondet	2020-08-06T18:50:33Z		False				3	tezos/tezos	1990
gid://gitlab/DiffNote/392410228		"I tend to use the two for different purposes. I use `@@` to avoid having to introduce parentheses when applying a function to a structured argument. I use `|>` to give a sense of data-flow to the reader.

So in this specific case, the function first `parse_base_uri` and then passes the result “through” filters (a bit like pipes in a shell).

I don't mind too much for this case. I have a mild preference for the `|>` because of the going through filters mentioned above but also because `record_trace` feels very much like some thing that should fit in the error monad but can't. The infix `|>` is a nod to that."	raphael-proust	2020-08-07T12:20:21Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/392410232		I read through and indeed it could not. But I welcome reviews and second opinions.	raphael-proust	2020-08-07T12:20:22Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/392410234		"```
let of_bytes_opt encoding buffer =
  try Some (of_bytes_exn encoding buffer) with Read_error _ -> None
```

That's litteraly the definition of `Data_encoding.Binary.of_bytes_opt`.

If your worry is that there is no static proof of that in the type system, we could alternatively replace `_opt` with `_exn` and keep the `try`-`with` (with a comment explaining that we don't trust that `_opt` wouldn't throw an exception."	raphael-proust	2020-08-07T12:20:22Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/392410237		"It could be yes. That's probably better performance.

(OTOH, it places the exception handler (`(fun _ -> raise Not_found)`) further away from where the exception may be raised in the first place. But that's a minor concern on this scale and it's how the code was before anyway. Fixed.)"	raphael-proust	2020-08-07T12:20:22Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/393068231		There won't be `Read_error` exceptions, but there may be exceptions thrown by a user-provided function, e.g. in `conv`	mbouaziz	2020-08-10T07:32:59Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/393068233		"I suppose the style differs from a part of the code to another.

Closing the thread"	mbouaziz	2020-08-10T07:33:00Z		False				3	tezos/tezos	1990
gid://gitlab/DiffNote/393068235		"I was actually thinking about the inner `Lwt.catch`

You're right, it moves the exception handling pretty far :disappointed: 

Whatever..."	mbouaziz	2020-08-10T07:33:00Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/393072069		I don't know whether you were trying to get rid of all `try ....find with Not_found`, this is the last one of this file	mbouaziz	2020-08-10T07:40:57Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/393072072		:heavy_check_mark:	mbouaziz	2020-08-10T07:40:57Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/393173368		Fixed. I'm making a small change: to avoid attaching two separate exception handlers I'm calling `_exn` and wrapping `Some` here.	raphael-proust	2020-08-10T10:20:05Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/393173370		"I think I left this one because it wasn't immediately obvious that `P2p_peer_state.Info.peer_metadata` cannot raise `Not_found` and because there is some non-trivial code in the exception handler. Unfortunately `Option.fold` takes `none:'a` as an argument instead of `none:(unit -> 'a)` or `none: 'a Lazy.t`. As a result this transformation would require a match on `Some _`/`None` which is not necessarily better than a `try`-`with`.

I don't mind changing it though."	raphael-proust	2020-08-10T10:20:05Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/393220810		![image](/uploads/c834ec85b9aadd4d3f16921d6a2244ef/image.png)	mbouaziz	2020-08-10T11:50:22Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/393222004		Btw: throwing from a `conv` is probably not what we want but is currently pretty common throughout the codebase, should be discussed some day	mbouaziz	2020-08-10T11:52:46Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/393222826		"There was an idea of adding a variant to `read_` and `write_error`: `User_invariant_error of exception`

Might be that it's that simple."	raphael-proust	2020-08-10T11:54:19Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/395531282		`of_bytes` may still throw an exception	mbouaziz	2020-08-13T13:09:07Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/395531284		"```suggestion:-0+0
      above comment *)
```
![image](/uploads/ef4bde166cc02a4808328adee6355e95/image.png)"	mbouaziz	2020-08-13T13:09:07Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/395531287		Here you could use `match with exception` and avoid the bind	mbouaziz	2020-08-13T13:09:08Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/400186639		this has nothing to do with the rest of the patch	klakplok	2020-08-21T16:45:03Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/400186643		"Is `raise` the recommended way to raise an exception in the catch block instead of `Lwt.fail`?

I don't see this in the Lwt doc."	klakplok	2020-08-21T16:45:03Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/400841310		"From `lwt.mli`:

```
val fail : exn -> _ t
(** [Lwt.fail exn] is like {!Lwt.return}, except the new {{: #TYPEt} promise}
    that is {e already rejected} with [exn].

    Whenever possible, it is recommended to use [raise exn] instead, as [raise]
    captures a backtrace, while [Lwt.fail] does not. If you call [raise exn] in
    a callback that is expected by Lwt to return a promise, Lwt will
    automatically wrap [exn] in a rejected promise, but the backtrace will have
    been recorded by the OCaml runtime. Use [Lwt.fail] only when you
    specifically want to create a rejected promise, to pass to another function,
    or store in a data structure. *)
```"	raphael-proust	2020-08-24T07:39:53Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/400841316		"My intent was to make it obvious that the excption-handling case (which is changed into an option-match case here) more similar to the normal case. It turns out the only differences are: we have an empty set of peers to start with (hence `add`-vs-`singleton`), we know it exists in the table (hence `replace`-vs-`add`), and we the log message also says that.

The difference in style between the value that was added to/replaced in the table obfuscated the fact that we are essentially handling the same value. This is the issue that this line change is addressing. (I also changed the order of the record fields so that they are more identical.

I can separate that change into its own commit if you think it's better.

------------------------------------

Also, considering `replace` is equivalent to `add` when the key is not bound in the table, I think we could factor both branches way more. It's a bit annoying for the log, hence why I kept it this way. But opinions welcome on whether we should just extract the peer and then have a single branch after that."	raphael-proust	2020-08-24T07:39:53Z		False				-2	tezos/tezos	1990
gid://gitlab/DiffNote/402432323		Thanks Mr Lwt maintainer.	klakplok	2020-08-26T12:37:34Z		False				0	tezos/tezos	1990
gid://gitlab/DiffNote/402432950		Ok.	klakplok	2020-08-26T12:38:36Z		False				-1	tezos/tezos	1990
gid://gitlab/DiffNote/399268376		The directory is called `examples`, but the content is more like a test. Any reason for the discrepancy?	raphael-proust	2020-08-20T09:16:30Z		False				-1	tezos/tezos	1952
gid://gitlab/DiffNote/399334209		The idea is to write a tutorial for clic. So the programs are not meant to test the functionality of clic, but to demonstrate it. The naming is incoherent though, the files should be called `clic_example` and `clic_example_1`. I think (it was a while since I started this), that `clic_test` is no longer used. The MR is currently in WIP, we wanted to add some more parts.	arvidnl	2020-08-20T11:00:42Z		False				-1	tezos/tezos	1952
gid://gitlab/DiffNote/380958245		"Would it make sens to change the short description as follows ?
```suggestion:-0+1
(** [dont_wait handler f] evalates [f ()] until it yields and then immediately returns
    to the call point, without waiting for the promise to resolve.
```"	julien.t	2020-07-16T20:32:16Z		False				0	tezos/tezos	1973
gid://gitlab/DiffNote/381099642		"`dont_wait` actually evaluates the whole of `f ()`, not just the part until it yields. It's just that

1. `f ()` evaluates to a promise (as guaranteed by the type system: `f: unit -> unit Lwt.t`) and
2. promise evaluation is eager: it evaluates as much as it can before a yield point at which point it
    a. creates a pending promise,
    b. attaches some callbacks to tie the yield point to the pending promise, and
    c. return (i.e., evaluates to) the pending promise.

Maybe I can add a warning just after this paragraph. Something along the lines of

> Because of Lwt's eager evaluation strategy, a part of the promise returned by `f ()` is evaluated immediately. Specifically, all the side-effects that appear in the body of `f` above the first yielding point happen before the call to `dont_wait` returns.
> 
> For example, in `dont_wait handler (fun () -> progress := 0; Lwt.pause () >>= fun () -> ..); <e>`, the expression `e` sees `progress` as set to `0`."	raphael-proust	2020-07-17T07:08:50Z		False				-2	tezos/tezos	1973
gid://gitlab/DiffNote/382177992		"I added a bit of detail in the doc.


----------------------------------------------

But more than documentation, I'm considering the following options:

- Inserting a call `Lwt.pause ()` at the beginning of the definition of `dont_wait`:

    ```
    let dont_wait handler f =
        let p = Lwt.pause () >>= f in
        on_failure p handler
    ```

- Adding a `~later` (or `~delayed` or `~with_pause`) named (or optional?) parameter to indicate whether to add a `pause` at the beginning of the call.

The first option is a bit annoying because in a lot of cases we really don't care. E.g., we often use `dont_wait` for logging in a non-Lwt environment and if the log actually doesn't yield (e.g. inserts the even in a ring) then it's much more efficient to not yield at all.

The second option is more flexible (and in particular allows us to avoid yeilding when we don't care). But it makes the interface more complex which is very rarely the solution to reduce confusion.

--------------------------------------------------

Opinions?"	raphael-proust	2020-07-20T10:14:08Z		False				-2	tezos/tezos	1973
gid://gitlab/DiffNote/389673434		"The efficiency argument make me think that the second solution seems to be better.

I would be inclined toward an optional `~delayed` option, false by default. 
In most case you indeed don't care to pause or not, but having this option in the interface would be a reminder that if it is not set, the evaluation of f is not delayed."	julien.t	2020-08-03T09:49:31Z		False				0	tezos/tezos	1973
gid://gitlab/DiffNote/393475216		I added an optional parameter. I don't know that we actually need it. But maybe just including it points to the fact that there is something strange to look out for.	raphael-proust	2020-08-10T16:16:48Z		False				-2	tezos/tezos	1973
gid://gitlab/DiffNote/395286893		"I went through the different uses of `dont_wait` and I can't find a place where it'd be useful.

There are a few places where we do a sleep (`Lwt_unix.sleep` or `cctxt#sleep`) at the beginning of the promise (so in those promises there's no point in setting `later`)."	raphael-proust	2020-08-13T07:27:47Z		False				-2	tezos/tezos	1973
gid://gitlab/DiffNote/401455122		Why is `later` an optional argument instead of say a boolean with a default value of `false`?	arvidnl	2020-08-25T05:43:14Z		False				0	tezos/tezos	1973
gid://gitlab/DiffNote/401456263		Here, it would be nice if you add a small phrase explaining how the execution of the example above will be different when `later` is set. I suppose that it ensures that `side_effect ()` on line 87 will become `(* second *)` and that of line 83 will become `(* third *)` (or `(* delayed *)`?) etc?	arvidnl	2020-08-25T05:47:55Z		False				0	tezos/tezos	1973
gid://gitlab/DiffNote/401480784		"`dont_wait : ?later:bool -> (exn -> unit) -> (unit -> unit tzresult Lwt.t) -> unit` doesn't tell you what the default value is and you have to look it up.

OTOH `dont_wait : ?later:unit -> (exn -> unit) -> (unit -> unit tzresult Lwt.t) -> unit` implies that by default it's not later and that you are able to switch `later` on.

Basically, an optional unit has the same UI as a flag on the command-line: it's there (meaning it's on) or it's not (meaning it's off).

---------------------------

Also note that OCaml allows to make the following call `dont_wait ?later:None …` if you want to be explicit at the call-site that `later` should be off (as default).

----------------------------

I can change it to a boolean. It just means mentioning the default value in the doc. It might also be worth making it non-optional if we go for the boolean, just to avoid confusion around defaults."	raphael-proust	2020-08-25T06:55:16Z		False				-2	tezos/tezos	1973
gid://gitlab/DiffNote/401664941		Okay, I see what you mean. I still think it is confusing (`Some ()` has no intuitive semantics to me). Lets delay until we decide whether `later` is included or not, and I agree with your argument below that it should not.	arvidnl	2020-08-25T11:47:23Z		False				0	tezos/tezos	1973
gid://gitlab/DiffNote/402980185		There's no `later` for now. If we open a new MR for it, I'll have a more idiomatic boolean instead of `~later:()`.	raphael-proust	2020-08-27T06:56:16Z		False				-2	tezos/tezos	1973
gid://gitlab/DiffNote/374974522		"```suggestion:-0+0
  - The description of merge requests must include instructions for
```"	mbouaziz	2020-07-07T12:36:15Z		False				0	tezos/tezos	1957
gid://gitlab/DiffNote/374974527		"```suggestion:-0+0
    - Bug fixes should include a test that exposes that the bug has been fixed
```"	mbouaziz	2020-07-07T12:36:15Z		False				0	tezos/tezos	1957
gid://gitlab/DiffNote/375495250		"How about:
```suggestion:-0+0
    - Bug fixes should include a test that demonstrates that the bug has been fixed
```
?"	arvidnl	2020-07-08T07:03:19Z		False				-2	tezos/tezos	1957
gid://gitlab/DiffNote/375559872		Better	mbouaziz	2020-07-08T08:24:08Z		False				0	tezos/tezos	1957
gid://gitlab/DiffNote/372282048		Btw, this link seems to be dead. And I can't find the correct link.	arvidnl	2020-07-02T08:37:41Z		False				-1	tezos/tezos	1948
gid://gitlab/DiffNote/381147808		"```suggestion:-0+0
          ""fetch operation %a failed before being prevalidated: %a""
```"	romain.nl	2020-07-17T08:33:12Z		False				0	tezos/tezos	1970
gid://gitlab/DiffNote/381148958		Unless it is a GADT you could share the three cases with `Error ((Timeout _ | Canceled _ | Missing_data _) :: _ as err)`.	romain.nl	2020-07-17T08:34:48Z		False				-1	tezos/tezos	1970
